Rk,Player,Pos,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM
186,Draymond Green\greendr01,PF,13.3,530,12.1,36.4,2.5,2.3,31.0,13.1,4.6,1.5
187,JaMychal Green\greenja01,PF,13.6,590,14.0,6.4,1.1,1.9,11.7,17.6,2.6,-2.0
188,Javonte Green\greenja02,SG-PG,12.1,610,8.3,4.8,2.9,1.1,13.7,12.6,1.1,-0.8
188,Javonte Green\greenja02,SG,11.8,624,8.4,4.3,2.5,0.5,13.4,12.1,0.8,-0.9
188,Javonte Green\greenja02,PG,13.1,579,8.2,6.1,3.8,2.7,14.5,14.0,0.3,-0.4
189,Jeff Green\greenje02,C,13.0,624,7.9,7.8,0.9,1.3,8.2,15.6,4.1,-1.0
190,Josh Green\greenjo02,SG,8.8,490,9.7,8.3,1.8,0.6,14.2,11.9,0.5,-3.7
191,Blake Griffin\griffbl01,PF,12.9,546,10.5,17.0,1.3,1.1,11.8,19.3,2.0,-1.0
191,Blake Griffin\griffbl01,PF,9.8,491,9.2,18.4,1.1,0.3,11.4,19.6,0.3,-2.6
191,Blake Griffin\griffbl01,PF,16.3,610,11.9,15.5,1.6,2.0,12.3,18.9,1.7,0.6
192,Kyle Guy\guyky01,PG,8.5,449,8.3,17.9,1.2,0.0,10.2,19.7,-0.1,-6.4
193,Rui Hachimura\hachiru01,PF,11.4,549,9.2,6.3,1.1,0.3,8.6,18.1,2.1,-3.5
194,Ashton Hagans\haganas01,PG,-12.4,,0.0,0.0,0.0,0.0,100.0,10.5,0.0,-21.7
195,Tyrese Haliburton\halibty01,PG,16.2,585,5.5,24.6,2.1,1.4,12.5,18.1,3.5,1.1
196,Donta Hall\halldo01,PF,22.3,731,18.0,9.4,1.4,5.1,13.8,14.0,0.8,2.2
197,Josh Hall\halljo01,SF,1.0,363,9.1,11.6,0.6,0.3,17.4,18.1,-0.9,-12.1
198,R.J. Hampton\hamptrj01,SG-PG,11.1,507,10.7,15.2,1.2,1.0,13.2,19.6,0.4,-3.8
198,R.J. Hampton\hamptrj01,PG,7.7,490,12.2,7.7,1.1,0.8,14.4,14.3,0.1,-5.6
198,R.J. Hampton\hamptrj01,SG,12.3,511,10.2,17.8,1.2,1.1,12.9,21.5,0.2,-3.2
199,Tim Hardaway Jr.\hardati02,SG,15.7,589,6.4,9.8,0.8,0.5,6.1,23.4,4.3,0.1
200,James Harden\hardeja01,PG-SG,24.5,618,11.9,44.4,1.6,1.8,16.8,28.4,7.0,6.8
200,James Harden\hardeja01,SG,22.4,613,7.5,46.9,1.1,1.8,17.4,28.7,1.0,4.6
200,James Harden\hardeja01,PG,25.0,619,12.9,43.8,1.7,1.8,16.7,28.4,6.0,7.2
201,Maurice Harkless\harklma01,PF-SF,8.1,527,6.4,7.3,1.9,2.3,10.7,11.5,0.6,-4.0
201,Maurice Harkless\harklma01,SF,4.6,540,6.0,7.3,0.8,3.4,17.8,6.1,0.1,-3.0
201,Maurice Harkless\harklma01,PF,8.8,526,6.5,7.3,2.1,2.1,10.1,12.6,0.5,-4.2
202,Jared Harper\harpeja01,PG,-10.8,260,6.8,7.7,0.0,0.0,34.2,24.4,-0.1,-22.8
203,Montrezl Harrell\harremo01,C,22.7,650,15.2,7.7,1.4,2.8,9.4,21.7,7.3,2.7
204,Gary Harris\harriga01,SG,9.1,511,4.0,10.3,1.3,1.0,8.9,16.7,0.7,-4.7
204,Gary Harris\harriga01,SG,9.3,544,4.6,7.1,1.4,0.7,7.6,13.8,0.8,-3.6
204,Gary Harris\harriga01,SG,9.0,485,3.3,14.0,1.1,1.3,9.9,20.2,0.0,-6.0
205,Jalen Harris\harrija01,SG,15.2,632,5.8,16.0,2.3,0.0,15.6,22.6,0.3,0.6
206,Joe Harris\harrijo01,SF,14.1,663,6.4,8.4,1.0,0.6,7.8,16.2,5.2,0.2
207,Tobias Harris\harrito02,PF,20.0,597,11.5,17.6,1.3,2.3,9.5,23.9,7.1,3.4
208,Shaquille Harrison\harrish01,SG,6.8,416,8.1,9.5,2.5,1.5,11.1,12.9,0.2,-4.6
208,Shaquille Harrison\harrish01,SG,6.5,375,8.5,21.5,1.7,0.0,18.1,21.3,0.0,-7.9
208,Shaquille Harrison\harrish01,SG,6.9,431,8.0,7.1,2.7,1.8,8.4,11.2,0.2,-4.0
209,Josh Hart\hartjo01,SF,12.2,566,15.2,10.6,1.4,0.8,11.3,13.5,2.7,-1.1
210,Isaiah Hartenstein\harteis01,C,17.9,583,18.2,15.3,1.7,6.5,17.9,19.2,1.6,-1.4
210,Isaiah Hartenstein\harteis01,C,15.5,543,17.7,7.5,2.0,7.2,18.0,18.7,0.7,-4.3
210,Isaiah Hartenstein\harteis01,C,20.3,620,18.7,22.8,1.4,5.9,17.8,19.6,0.9,1.3
211,Udonis Haslem\hasleud01,C,54.6,1.000,19.1,0.0,0.0,0.0,0.0,30.1,0.0,31.1
212,Jaxson Hayes\hayesja02,C,19.1,675,14.5,5.2,1.2,3.7,10.5,16.2,3.5,0.5
213,Killian Hayes\hayeski01,PG,5.3,422,5.7,29.7,2.0,1.3,28.5,19.0,-1.1,-7.3
214,Gordon Hayward\haywago01,SF,17.6,584,9.3,19.5,1.7,0.9,11.0,23.9,3.5,1.4
215,Juan Hernangómez\hernaju01,PF,12.1,549,12.3,5.6,1.0,0.7,7.3,17.2,1.1,-3.3
216,Willy Hernangómez\hernawi01,C,19.6,591,21.4,8.5,1.2,2.6,9.9,17.0,2.9,-0.1
217,Tyler Herro\herroty01,SG,13.3,543,9.4,18.0,1.1,1.1,11.9,23.5,1.7,-1.6
218,Buddy Hield\hieldbu01,SG,12.8,567,7.6,14.7,1.2,1.0,11.1,20.7,2.2,-0.8
219,George Hill\hillge01,PG,13.1,596,4.9,16.0,1.6,0.7,12.4,15.9,1.4,-1.4
219,George Hill\hillge01,PG,15.9,630,4.1,18.2,1.5,0.5,8.4,16.5,1.0,0.4
219,George Hill\hillge01,PG,9.7,545,5.8,13.3,1.8,0.9,17.8,15.2,0.4,-3.7
220,Solomon Hill\hillso01,PF,6.7,498,7.7,6.4,1.6,0.6,11.7,10.4,1.3,-2.8
221,Nate Hinton\hintona01,SG,10.4,442,5.3,12.4,3.7,2.0,9.7,24.4,0.0,-4.2
222,Jaylen Hoard\hoardja01,SF,13.4,547,10.6,11.2,1.9,1.4,13.8,16.3,0.5,-2.6
223,Aaron Holiday\holidaa01,PG,9.2,503,4.1,14.0,1.8,0.9,12.3,19.5,0.2,-4.1
224,Jrue Holiday\holidjr01,PG,20.0,592,7.4,26.3,2.4,1.7,12.6,22.2,6.6,3.5
225,Justin Holiday\holidju01,SG,10.4,571,6.4,7.0,1.6,1.5,7.5,14.0,3.1,-1.1
226,Rondae Hollis-Jefferson\holliro01,PF,14.4,539,13.0,15.7,0.9,3.4,7.4,10.9,0.3,-0.6
227,Richaun Holmes\holmeri01,C,20.2,669,15.7,8.3,1.1,4.6,10.3,17.5,6.1,0.3
228,Rodney Hood\hoodro01,SF,5.6,452,5.9,7.5,1.2,0.7,11.7,14.1,-0.4,-7.1
228,Rodney Hood\hoodro01,SF,5.0,436,5.4,8.5,1.3,0.5,13.1,14.1,-0.5,-7.6
228,Rodney Hood\hoodro01,SF,7.5,500,7.6,3.8,0.9,1.4,7.0,14.2,0.1,-5.4
229,Al Horford\horfoal01,C,17.4,538,12.5,20.1,1.5,2.9,7.3,21.6,1.6,3.3
230,Talen Horton-Tucker\hortota01,SG,12.9,536,7.3,20.8,2.4,1.4,16.1,21.7,2.1,-1.2
231,Danuel House\houseda01,SF,9.1,525,7.5,10.6,1.0,1.5,10.7,15.3,0.5,-3.1
232,Dwight Howard\howardw01,C,17.8,610,26.7,7.2,1.2,4.7,22.1,18.2,4.0,-1.9
233,Markus Howard\howarma02,SG,6.4,477,5.8,12.6,1.0,0.5,14.1,27.2,-0.3,-9.0
234,Kevin Huerter\huertke01,SG,12.2,541,6.0,16.3,1.9,0.7,9.4,17.2,3.6,-0.6
235,Elijah Hughes\hugheel01,SF,8.4,488,7.5,13.4,0.8,1.3,15.9,25.4,0.0,-3.7
236,De'Andre Hunter\huntede01,SF,15.7,603,8.9,9.7,1.4,1.6,9.2,20.2,1.7,0.8
237,Chandler Hutchison\hutchch01,SF,6.8,469,12.1,6.3,1.6,1.2,14.9,16.2,-0.1,-6.1
237,Chandler Hutchison\hutchch01,SF,0.4,344,17.3,7.9,0.8,0.0,20.9,16.2,-0.1,-10.9
237,Chandler Hutchison\hutchch01,SF,8.2,494,10.9,6.0,1.8,1.5,13.6,16.2,0.1,-5.0
238,Serge Ibaka\ibakase01,C,18.2,585,16.2,11.5,0.5,4.4,10.2,20.1,3.0,0.8
239,Andre Iguodala\iguodan01,SF,9.2,519,9.4,14.3,2.1,2.7,20.2,11.2,1.7,-0.7
240,Ersan İlyasova\ilyaser01,PF,12.1,578,10.4,3.8,3.3,1.6,12.5,18.7,0.4,-1.2
241,Joe Ingles\inglejo01,SF,15.9,672,6.9,24.0,1.2,0.5,16.3,16.6,7.0,3.4
242,Brandon Ingram\ingrabr01,SF,19.2,584,7.8,22.4,1.0,1.6,11.0,28.0,5.3,2.2
243,Kyrie Irving\irvinky01,PG,24.4,614,7.5,28.6,1.9,1.7,9.9,30.4,7.4,5.3
244,Wesley Iwundu\iwundwe01,SF,4.3,428,9.1,4.2,1.4,0.7,14.1,10.8,0.0,-6.6
244,Wesley Iwundu\iwundwe01,SF,4.9,421,8.4,4.4,1.5,1.0,9.4,9.9,0.1,-5.1
244,Wesley Iwundu\iwundwe01,SF,3.7,435,9.9,3.9,1.1,0.4,18.4,11.8,-0.1,-8.2
245,Frank Jackson\jacksfr01,PG,13.3,598,6.5,7.9,1.0,0.1,9.4,21.3,1.2,-2.1
246,Jaren Jackson Jr.\jacksja02,C,18.0,551,12.7,6.8,2.2,6.3,9.5,25.9,0.7,-0.1
247,Josh Jackson\jacksjo02,SG,12.0,516,9.1,15.1,1.7,2.6,15.0,26.5,0.1,-3.3
248,Justin Jackson\jacksju01,SF,10.4,516,6.9,13.9,1.2,0.3,11.9,19.8,0.2,-3.2
248,Justin Jackson\jacksju01,SF,10.7,519,6.8,14.5,1.3,0.3,12.0,20.2,0.2,-2.9
248,Justin Jackson\jacksju01,SF,5.8,455,9.6,3.6,0.0,0.0,9.2,13.8,0.0,-8.4
249,Reggie Jackson\jacksre01,SG,14.2,576,7.0,19.0,1.3,0.4,10.6,19.9,3.7,0.1
250,Justin James\jamesju01,SF,11.3,548,5.4,9.9,1.2,0.8,10.6,19.7,0.1,-4.5
251,LeBron James\jamesle01,PG,24.2,602,12.9,41.8,1.6,1.5,15.2,31.9,5.6,7.5
252,Mike James\jamesmi02,PG,11.9,481,7.5,30.6,1.2,0.4,16.1,22.9,0.1,-4.5
253,DaQuan Jeffries\jeffrda01,SG,7.9,514,7.8,6.1,1.4,1.8,10.2,11.9,0.3,-5.0
253,DaQuan Jeffries\jeffrda01,SG,7.2,524,6.9,3.3,1.4,1.5,11.8,12.6,0.0,-5.6
253,DaQuan Jeffries\jeffrda01,SG,8.5,504,8.6,8.6,1.5,2.1,8.6,11.3,0.2,-4.4
254,Ty Jerome\jeromty01,SG,13.4,585,6.0,23.7,1.2,0.7,13.5,18.8,1.3,-0.3
255,Isaiah Joe\joeis01,SG,9.5,533,5.2,7.2,1.5,0.9,7.1,17.4,0.6,-3.5
256,Alize Johnson\johnsal02,PF,23.5,638,26.3,10.9,1.3,2.3,10.9,19.1,0.9,2.6
257,Cameron Johnson\johnsca02,PF,11.8,563,7.9,8.0,1.3,1.0,7.3,17.0,2.6,-0.6
258,James Johnson\johnsja01,PF,11.4,510,9.3,12.9,2.0,3.8,13.2,17.1,1.2,-1.5
258,James Johnson\johnsja01,PF,12.2,526,9.4,13.7,2.3,4.2,14.6,16.2,0.8,0.1
258,James Johnson\johnsja01,PF,10.6,498,9.2,12.2,1.6,3.3,12.1,18.0,0.4,-3.1
259,Keldon Johnson\johnske04,SF,13.8,557,11.1,8.9,1.0,1.0,9.0,19.2,3.3,-1.9
260,Stanley Johnson\johnsst04,PF,8.8,519,8.4,12.0,2.5,1.8,17.4,13.4,1.0,-2.6
261,Tyler Johnson\johnsty01,SG,8.2,546,6.2,8.7,1.0,0.0,8.1,13.3,0.7,-3.8
262,Nikola Jokić\jokicni01,C,31.3,647,17.8,40.4,1.9,1.9,13.1,29.6,15.6,11.7
263,Damian Jones\jonesda03,C,14.6,712,12.3,7.0,1.0,4.6,16.8,12.3,1.6,-1.4
263,Damian Jones\jonesda03,C,6.7,528,10.9,5.3,0.5,4.8,22.4,12.7,0.1,-6.1
263,Damian Jones\jonesda03,C,17.1,965,13.0,1.3,0.4,5.6,18.3,10.6,0.5,0.2
263,Damian Jones\jonesda03,C,15.9,691,12.5,9.4,1.3,4.2,14.9,12.7,0.9,-0.6
264,Derrick Jones Jr.\jonesde02,SF,11.9,576,8.3,4.8,1.4,3.7,8.5,12.3,2.4,-1.9
265,Mason Jones\jonesma05,SG,12.1,556,8.8,18.9,1.0,0.3,16.1,23.0,0.2,-2.4
265,Mason Jones\jonesma05,SG,11.1,546,8.9,19.1,0.9,0.3,16.8,23.1,0.0,-3.0
265,Mason Jones\jonesma05,SG,23.5,662,8.2,16.6,1.8,0.0,7.6,20.8,0.2,4.2
266,Tre Jones\jonestr01,PG,12.1,544,4.2,20.0,1.4,0.0,13.1,16.1,0.4,-3.4
267,Tyus Jones\jonesty01,PG,15.0,511,6.1,28.6,2.5,0.4,10.0,16.6,2.8,0.4
268,DeAndre Jordan\jordade01,C,17.1,736,18.9,10.1,0.7,4.6,22.7,13.1,3.9,0.7
269,Cory Joseph\josepco01,PG,12.5,556,6.1,21.4,2.0,1.1,14.5,16.3,2.1,-2.1
269,Cory Joseph\josepco01,PG,9.9,534,5.8,14.9,2.0,0.8,14.0,14.3,0.7,-3.7
269,Cory Joseph\josepco01,PG,17.3,588,6.6,33.7,2.1,1.6,15.3,19.9,1.4,0.8
270,Mfiondu Kabengele\kabenmf01,PF,9.5,486,12.0,8.7,1.4,4.1,13.3,17.7,0.2,-4.5
270,Mfiondu Kabengele\kabenmf01,PF,1.4,390,8.4,6.9,1.1,2.8,14.8,19.2,-0.1,-10.9
270,Mfiondu Kabengele\kabenmf01,PF,13.7,538,13.8,9.7,1.6,4.8,12.5,16.9,0.3,-1.3
271,Frank Kaminsky\kaminfr01,C,15.8,547,14.9,15.3,1.0,2.1,7.2,19.0,2.0,1.1
272,Enes Kanter\kanteen01,C,22.4,636,24.2,7.2,0.9,2.4,11.0,17.4,7.5,0.2
273,Luke Kennard\kennalu01,SG,12.7,608,7.3,11.9,0.9,0.7,10.1,17.1,2.7,-0.6
274,Louis King\kinglo02,SF,21.2,600,11.8,15.4,4.0,3.0,9.8,20.6,0.3,5.0
275,Maxi Kleber\klebima01,PF,10.6,606,10.7,6.6,0.9,2.4,9.3,10.6,2.9,-0.7
276,Nathan Knight\knighna01,PF,13.9,499,14.1,4.0,1.6,3.2,10.8,21.7,0.4,-3.8
277,Kevin Knox\knoxke01,SF,9.1,537,7.1,5.9,1.3,1.2,10.1,16.2,0.6,-1.7
278,John Konchar\konchjo01,SG,14.8,608,11.8,10.7,2.5,1.4,10.6,12.4,1.7,0.9
279,Furkan Korkmaz\korkmfu01,SG,12.8,544,5.9,11.1,2.2,0.8,9.1,20.5,2.0,-0.3
280,Luke Kornet\kornelu01,C-PF,13.3,511,10.7,9.5,0.6,8.5,6.3,13.7,0.7,0.6
280,Luke Kornet\kornelu01,PF,9.8,452,8.8,5.5,1.0,6.5,3.4,13.7,0.1,0.5
280,Luke Kornet\kornelu01,C,14.5,534,11.4,10.9,0.4,9.2,7.4,13.7,0.6,0.6
281,Rodions Kurucs\kurucro01,SF-PF,6.3,459,9.8,10.3,3.4,2.9,27.8,15.9,-0.1,-4.6
281,Rodions Kurucs\kurucro01,PF,7.7,500,10.4,15.1,0.0,0.0,0.0,8.2,0.0,-0.8
281,Rodions Kurucs\kurucro01,SF,0.8,297,7.8,7.1,3.8,4.8,29.1,17.5,-0.3,-8.3
281,Rodions Kurucs\kurucro01,SF,17.9,845,13.9,15.0,4.1,0.0,31.1,15.9,0.1,2.0
282,Kyle Kuzma\kuzmaky01,SF,12.7,546,12.0,9.8,0.9,1.9,12.4,20.3,3.3,-0.7
283,Anthony Lamb\lamban01,SF,8.7,523,9.0,7.9,0.7,1.1,13.0,15.0,0.2,-5.8
284,Jeremy Lamb\lambje01,SG,15.8,587,9.3,9.4,2.1,2.4,6.6,18.4,2.1,1.3
285,Romeo Langford\langfro01,SG,5.1,436,6.9,5.9,1.0,1.7,13.5,11.3,0.0,-5.0
286,Zach LaVine\lavinza01,SG,21.5,634,7.9,23.4,1.1,1.2,13.9,31.0,5.9,3.7
287,Jake Layman\laymaja01,SF,11.4,577,5.8,6.4,2.2,2.6,11.5,15.1,0.7,-2.7
288,T.J. Leaf\leaftj01,PF,11.2,551,7.6,4.0,2.8,2.6,15.5,15.8,0.0,-3.2
289,Jalen Lecque\lecquja01,PG,4.7,242,22.6,20.6,0.0,0.0,0.0,36.6,-0.1,-13.1
290,Damion Lee\leeda03,SG,11.8,636,8.9,9.1,1.7,0.7,9.3,12.8,2.7,-0.3
291,Saben Lee\leesa01,PG,13.8,536,6.9,33.2,2.0,1.5,18.1,17.0,1.5,-1.9
292,Alex Len\lenal01,C,16.4,643,14.1,7.0,0.9,5.6,14.3,16.3,2.7,-0.6
292,Alex Len\lenal01,C,4.3,633,8.0,5.2,0.6,7.9,38.8,11.7,-0.1,-5.6
292,Alex Len\lenal01,C,17.5,643,14.6,7.2,1.0,5.4,12.9,16.7,2.8,-0.2
293,Kawhi Leonard\leonaka01,SF,26.0,622,10.7,24.9,2.3,1.1,9.2,28.6,8.8,6.7
294,Meyers Leonard\leoname01,C,6.6,635,13.8,9.7,0.0,0.0,20.2,15.4,0.0,-4.4
295,Caris LeVert\leverca01,SG,17.8,531,7.8,25.4,2.1,1.7,10.2,28.7,2.4,-0.1
295,Caris LeVert\leverca01,SG,19.1,516,8.6,34.1,1.9,1.6,10.8,31.5,0.6,0.6
295,Caris LeVert\leverca01,SG,17.4,535,7.6,22.9,2.2,1.7,10.1,27.9,1.8,-0.3
296,Kira Lewis Jr.\lewiski01,PG,10.3,477,4.3,18.7,2.0,1.0,8.6,18.3,0.9,-3.8
297,Damian Lillard\lillada01,PG,25.6,623,6.3,34.6,1.3,0.6,11.6,31.4,10.4,5.9
298,Nassir Little\littlna01,PF,11.6,589,10.7,4.9,0.4,1.8,8.8,13.8,1.1,-3.1
299,Kevon Looney\looneke01,C,11.9,575,14.8,13.4,0.8,1.7,14.5,9.4,3.4,-1.5
300,Brook Lopez\lopezbr01,C,15.4,611,9.6,3.5,1.0,4.8,8.3,16.9,5.3,0.0
301,Robin Lopez\lopezro01,C,16.7,661,10.6,5.9,0.5,2.7,13.4,17.1,3.7,-1.1
302,Didi Louzada\louzama01,SF,-0.9,308,2.9,6.5,1.7,0.0,18.8,12.0,-0.1,-9.8
303,Kevin Love\loveke01,PF,15.1,556,16.7,16.0,1.3,0.3,12.2,21.9,0.9,0.0
304,Kyle Lowry\lowryky01,PG,16.5,593,8.5,31.8,1.4,0.9,15.9,21.4,4.1,1.2
305,Timothé Luwawu-Cabarrot\luwawti01,SF,7.8,493,6.8,8.6,1.5,0.5,10.3,17.4,0.3,-4.9
306,Trey Lyles\lylestr01,PF,11.4,574,12.8,5.3,0.8,0.2,5.7,12.9,0.6,-1.9
307,Will Magnay\magnawi01,C,-35.1,0,0.0,0.0,0.0,0.0,50.0,28.0,0.0,-39.6
308,Thon Maker\makerth01,C,18.6,657,13.3,7.9,1.3,4.7,11.6,14.8,0.3,1.5
309,Théo Maledon\maledth01,PG,8.2,489,6.2,18.8,1.5,0.5,17.3,19.4,-0.8,-5.2
310,Karim Mané\maneka01,PG,1.3,362,8.3,6.0,0.0,2.1,16.5,8.9,-0.1,-9.9
311,Terance Mann\mannte01,SG,13.8,603,10.8,11.3,1.1,0.9,9.3,15.1,3.7,-0.1
312,Nico Mannion\mannini01,PG,9.3,487,6.7,25.6,2.1,0.2,19.7,18.5,0.2,-4.1
313,Boban Marjanović\marjabo01,C,22.6,562,26.0,5.9,0.4,2.1,8.0,24.6,1.0,-1.1
314,Lauri Markkanen\markkla01,PF,15.2,619,11.3,5.0,1.0,1.0,8.5,20.2,3.0,0.0
315,Naji Marshall\marshna01,SF,11.4,508,11.5,16.5,1.8,1.4,13.6,16.8,0.9,-1.2
316,Caleb Martin\martica02,SF,9.5,465,9.3,11.5,2.2,1.5,10.4,16.7,0.5,-3.7
317,Cody Martin\martico01,SF,10.6,500,10.3,13.9,2.1,1.4,16.2,12.5,1.1,-2.2
318,Jeremiah Martin\martije02,PG,1.4,313,5.2,7.9,3.3,2.4,14.6,23.9,-0.3,-9.7
319,Kelan Martin\martike03,SF,13.9,551,13.1,7.5,1.5,2.5,10.1,20.9,0.4,-2.3
320,Kenyon Martin Jr.\martike04,SF,14.6,590,12.1,6.8,1.3,3.4,9.7,15.6,2.2,-1.8
321,Frank Mason III\masonfr01,PG,7.5,462,7.9,22.3,0.0,0.0,15.6,17.5,0.0,-9.2
322,Garrison Mathews\mathega01,SG,9.7,635,4.4,3.1,1.3,0.6,3.5,11.5,2.3,-2.3
323,Dakota Mathias\mathida01,SG,9.8,474,3.1,15.1,0.4,2.2,1.9,18.1,0.2,-3.6
324,Wesley Matthews\matthwe02,SG,7.2,517,4.6,6.3,1.6,1.3,8.8,11.4,1.7,-2.4
325,Tyrese Maxey\maxeyty01,SG,14.5,531,6.1,19.9,1.3,1.2,8.2,23.0,1.9,-1.9
326,Skylar Mays\mayssk01,SG,16.8,569,7.1,16.4,2.6,0.7,7.6,19.1,0.8,1.6
327,Patrick McCaw\mccawpa01,SF,12.0,1.078,5.0,15.2,2.9,0.0,0.0,3.0,0.1,1.0
328,CJ McCollum\mccolcj01,SG,20.8,577,6.2,23.0,1.3,1.2,6.5,27.1,4.7,3.3
329,T.J. McConnell\mccontj01,PG,16.9,583,7.7,34.3,3.4,1.0,20.9,15.3,4.8,1.5
330,Jaden McDaniels\mcdanja02,PF,8.9,552,8.3,6.4,1.1,3.4,10.8,12.0,1.4,-3.8
331,Jalen McDaniels\mcdanja01,SF,11.4,554,10.1,8.6,1.5,2.1,12.6,17.0,1.2,-3.3
332,Doug McDermott\mcderdo01,PF,15.6,635,7.4,7.8,0.6,0.3,7.0,20.0,3.8,-0.5
333,Sean McDermott\mcderse01,SF,7.2,534,6.4,3.1,0.6,1.7,9.9,10.8,0.2,-5.1
334,JaVale McGee\mcgeeja01,C,17.0,541,19.8,9.7,1.4,7.3,16.2,23.9,1.0,-2.1
334,JaVale McGee\mcgeeja01,C,18.4,554,18.9,11.4,1.6,7.1,15.8,24.6,0.8,-0.8
334,JaVale McGee\mcgeeja01,C,12.9,498,22.4,4.8,0.8,7.8,17.2,21.8,0.2,-6.1
335,Rodney McGruder\mcgruro01,SG,16.1,619,6.3,13.6,2.0,0.4,8.7,18.1,0.5,0.7
336,Alfonzo McKinnie\mckinal01,SF,15.5,604,11.8,3.6,1.3,0.0,4.7,17.8,0.8,-0.8
337,Jordan McLaughlin\mclaujo01,PG,12.0,502,6.2,28.0,2.6,0.6,16.7,13.7,1.2,-2.2
338,Ben McLemore\mclembe01,SG,8.5,523,6.0,6.4,1.2,0.9,9.8,20.4,0.2,-4.0
338,Ben McLemore\mclembe01,SG,8.3,500,6.6,7.8,1.8,0.5,10.5,21.1,-0.2,-4.4
338,Ben McLemore\mclembe01,SG,8.8,559,5.2,4.3,0.4,1.5,8.5,19.4,0.5,-3.5
339,Nicolò Melli\mellini01,PF,7.9,441,11.8,9.8,1.2,0.5,7.3,12.5,0.6,-3.6
339,Nicolò Melli\mellini01,PF,5.8,346,12.8,12.7,1.8,0.4,10.1,12.1,0.0,-4.4
339,Nicolò Melli\mellini01,PF,9.4,506,11.0,7.7,0.8,0.6,5.3,12.9,0.5,-2.9
340,De'Anthony Melton\meltode01,PG,15.2,568,8.2,17.5,2.7,2.7,13.7,19.5,2.2,2.0
341,Sam Merrill\merrisa01,SG,11.9,603,6.8,11.4,1.6,0.4,11.9,15.0,0.5,-1.4
342,Chimezie Metu\metuch01,C,14.5,571,12.7,8.2,1.4,3.1,12.8,20.0,0.6,-3.9
343,Khris Middleton\middlkh01,SF,18.2,588,9.4,23.2,1.5,0.4,13.1,25.0,6.4,1.3
344,Darius Miller\milleda01,SF,15.9,685,6.3,15.4,3.1,2.3,13.1,13.2,0.6,3.9
345,Patty Mills\millspa02,PG,11.8,570,3.7,13.5,1.2,0.2,9.3,18.4,2.2,-1.6
346,Paul Millsap\millspa01,PF,16.4,565,12.8,11.6,2.2,3.0,10.3,18.6,3.2,0.5
347,Shake Milton\miltosh01,SG,14.6,549,5.6,20.3,1.3,1.1,12.2,24.9,2.8,-2.1
348,Donovan Mitchell\mitchdo01,PG,21.3,569,7.0,26.7,1.4,0.7,10.7,33.5,6.2,3.5
349,Adam Mokoka\mokokad01,SG,2.2,386,4.9,11.9,1.7,1.6,20.5,18.9,-0.1,-9.9
350,Malik Monk\monkma01,SG,13.6,569,6.2,15.7,1.1,0.5,11.3,23.8,1.0,-1.9
351,E'Twaun Moore\mooreet01,SG,10.4,523,6.6,13.7,1.9,1.2,15.3,17.2,0.4,-3.1
352,Ja Morant\moranja01,PG,16.7,537,6.5,33.5,1.3,0.6,15.3,27.2,3.2,-0.8
353,Juwan Morgan\morgaju01,PF,8.5,529,10.1,8.0,1.3,0.6,10.8,10.9,0.3,-2.7
354,Marcus Morris\morrima03,PF,14.5,614,8.8,5.6,1.1,0.9,8.4,20.1,3.6,-0.2
355,Markieff Morris\morrima02,PF,9.3,509,12.5,8.6,0.9,1.4,11.9,16.4,1.6,-3.0
356,Monte Morris\morrimo01,PG,14.0,574,4.6,17.1,1.4,1.1,7.5,16.5,2.9,-0.8
357,Mychal Mulder\muldemy01,PG,10.8,613,4.2,4.8,0.7,1.4,5.5,16.2,1.2,-2.3
358,Dejounte Murray\murrade01,PG,16.5,509,11.8,25.9,2.3,0.3,10.2,23.4,3.3,0.6
359,Jamal Murray\murraja01,PG,18.3,592,6.5,20.3,1.9,0.7,11.2,24.8,4.6,1.7
360,Mike Muscala\muscami01,C,14.7,599,10.6,7.0,0.6,1.5,6.9,20.0,1.3,-0.3
361,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,10.4,529,6.6,12.9,1.9,0.8,14.3,20.0,0.3,-2.8
361,Sviatoslav Mykhailiuk\mykhasv01,SF,10.2,527,6.5,13.5,2.1,0.8,14.2,19.0,0.3,-2.1
361,Sviatoslav Mykhailiuk\mykhasv01,SG,10.6,531,6.7,12.3,1.7,0.8,14.4,21.0,-0.1,-3.5
362,Abdel Nader\naderab01,SF,13.4,605,9.9,7.3,1.4,2.3,12.6,19.0,0.7,-0.4
363,Larry Nance Jr.\nancela02,PF,13.2,557,12.1,14.4,2.8,1.4,15.8,13.9,1.8,0.6
364,Aaron Nesmith\nesmiaa01,SF,9.4,573,10.6,4.6,1.1,1.3,10.8,13.7,1.1,-3.2
365,Raul Neto\netora01,PG,13.0,575,5.9,14.0,2.4,0.4,9.9,15.8,2.8,-0.8
366,Georges Niang\niangge01,PF,11.4,602,8.1,7.3,1.1,0.6,10.9,17.4,2.6,-0.4
367,Zeke Nnaji\nnajize01,PF,11.3,615,9.3,3.3,1.0,1.0,6.0,12.9,0.9,-2.1
368,Nerlens Noel\noelne01,C,14.8,638,14.3,4.1,2.3,8.7,20.4,9.2,5.2,1.0
369,Jaylen Nowell\nowelja01,SG,12.3,528,6.8,12.5,1.4,1.4,7.2,21.4,0.7,-3.1
